STA,DATE,YEAR,MONTH,MONTH#,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,Average,[TChl a].1,Perid.1,But fuco.1,Fuco.1,Zea.1,Gyr diester.1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
3.0,1999-10-12,1999.0,OCTOBER,10.0,11.587624269536716,0.5466574003333333,0.055105851333333324,2.0426174305,0.8778340773333333,no data,1999,7.654728312329236,0.24054891241666668,0.029386241916666667,1.3221891989722223,0.4500974883333333,,,,,
4.0,1999-10-11,1999.0,OCTOBER,10.0,14.372718367248131,0.39266792666666667,0.08748991633333335,1.703257568333333,1.6285648666666668,no data,,,,,,,,,,,
3.0,1999-11-08,1999.0,NOVEMBER,11.0,4.106876324516938,0.12169860549999999,0.0,0.5052219205,0.0632418615,no data,,,,,,,,,,,
4.0,1999-11-08,1999.0,NOVEMBER,11.0,4.562796946457708,0.17035343283333332,0.014422445833333335,0.6999068555,0.063672412,no data,,,,,,,,,,,
3.0,1999-12-07,1999.0,DECEMBER,12.0,3.611979488736219,0.17813489666666668,0.0,0.40046543,0.021607093499999997,no data,,,,,,,,,,,
4.0,1999-12-07,1999.0,DECEMBER,12.0,7.686374477479702,0.0337812125,0.019299238,2.5816659889999998,0.045664619000000004,no data,Average,[TChl a],Perid,But fuco,Fuco,Zea,Gyr diester,,,,
3.0,2000-01-05,2000.0,JANUARY,1.0,5.243035838816347,0.09749845950000001,0.0,1.668655334833333,0.018754892999999998,no data,2000,13.777617987942918,0.7760390775277779,0.14538838670138887,2.257089880340278,1.0392288907361114,,,,,
4.0,2000-01-05,2000.0,JANUARY,1.0,9.203029135305764,0.8555285841666667,0.0,2.7644156874999997,0.041257053499999995,no data,,,,,,,,,,,
3.0,2000-02-23,2000.0,FEBRUARY,2.0,4.364058685432372,0.39487519249999997,0.015732128666666668,1.6224429144999999,0.06446851633333334,no data,,,,,,,,,,,
4.0,2000-02-23,2000.0,FEBRUARY,2.0,6.767805754622435,2.264640802166667,0.0,1.8209400088333334,0.09152914466666666,no data,,,,,,,,,,,
3.0,2000-03-13,2000.0,MARCH,3.0,3.9525320086953584,0.13990637333333333,0.017598791,0.9897591760000001,0.038138052166666665,no data,,,,,,,,,,,
4.0,2000-03-13,2000.0,MARCH,3.0,15.295362854459274,0.8242021826666667,0.0,4.292211189833333,0.11098034066666665,no data,,,,,,,,,,,
3.0,2000-04-11,2000.0,APRIL,4.0,20.47411612175437,4.0007887805,0.0,2.4918042569999996,0.3009719921666667,no data,,,,,,,,,,,
4.0,2000-04-11,2000.0,APRIL,4.0,31.833490623441644,5.3754380885,0.0,3.849067376,0.4903978581666667,no data,,,,,,,,,,,
3.0,2000-05-16,2000.0,MAY,5.0,12.217087705074391,0.09919497733333334,1.4927900798333333,4.913999495166666,0.46249782933333333,no data,,,,,,,,,,,
